Retailer,"Retailer ID",invoice_date,Region,State,City,Product,category,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
"West Gear",1128299,2020-04-20,West,Colorado,Denver,"Men's ","Street Footwear",65.00,775,503750.00,226687.50,0.45,In-store
"West Gear",1128299,2020-04-21,West,Colorado,Denver,"Men's ","Athletic Footwear",70.00,625,437500.00,131250.00,0.30,In-store
"West Gear",1128299,2020-04-22,West,Colorado,Denver,"Women's ","Street Footwear",70.00,575,402500.00,181125.00,0.45,In-store
"West Gear",1128299,2020-04-23,West,Colorado,Denver,"Women's ","Athletic Footwear",65.00,475,308750.00,123500.00,0.40,In-store
"West Gear",1128299,2020-04-24,West,Colorado,Denver,"Men's ",Apparel,70.00,525,367500.00,220500.00,0.60,In-store
"West Gear",1128299,2020-04-25,West,Colorado,Denver,"Women's ",Apparel,85.00,525,446250.00,111562.50,0.25,In-store
"West Gear",1128299,2020-04-26,West,Colorado,Denver,"Men's ","Street Footwear",70.00,725,507500.00,228375.00,0.45,In-store
"West Gear",1128299,2020-04-27,West,Colorado,Denver,"Men's ","Athletic Footwear",75.00,675,506250.00,151875.00,0.30,In-store
"West Gear",1128299,2020-04-28,West,Colorado,Denver,"Women's ","Street Footwear",70.00,550,385000.00,173250.00,0.45,In-store
"West Gear",1128299,2020-04-29,West,Colorado,Denver,"Women's ","Athletic Footwear",70.00,500,350000.00,140000.00,0.40,In-store
"West Gear",1128299,2020-04-30,West,Colorado,Denver,"Men's ",Apparel,75.00,500,375000.00,225000.00,0.60,In-store
"West Gear",1128299,2020-05-01,West,Colorado,Denver,"Women's ",Apparel,80.00,400,320000.00,80000.00,0.25,In-store
"West Gear",1128299,2020-05-02,West,Colorado,Denver,"Men's ","Street Footwear",65.00,600,390000.00,156000.00,0.40,In-store
"West Gear",1128299,2020-05-03,West,Colorado,Denver,"Men's ","Athletic Footwear",70.00,600,420000.00,105000.00,0.25,In-store
"West Gear",1128299,2020-05-04,West,Colorado,Denver,"Women's ","Street Footwear",65.00,450,292500.00,117000.00,0.40,In-store
"West Gear",1128299,2020-05-05,West,Colorado,Denver,"Women's ","Athletic Footwear",65.00,400,260000.00,91000.00,0.35,In-store
"West Gear",1128299,2020-05-06,West,Colorado,Denver,"Men's ",Apparel,75.00,400,300000.00,165000.00,0.55,In-store
"West Gear",1128299,2020-05-07,West,Colorado,Denver,"Women's ",Apparel,70.00,425,297500.00,59500.00,0.20,In-store
"West Gear",1128299,2020-05-08,West,Colorado,Denver,"Men's ","Street Footwear",55.00,525,288750.00,115500.00,0.40,In-store
"West Gear",1128299,2020-05-09,West,Colorado,Denver,"Men's ","Athletic Footwear",60.00,525,315000.00,78750.00,0.25,In-store
"West Gear",1128299,2020-05-10,West,Colorado,Denver,"Women's ","Street Footwear",55.00,350,192500.00,77000.00,0.40,In-store
"West Gear",1128299,2020-05-11,West,Colorado,Denver,"Women's ","Athletic Footwear",55.00,325,178750.00,62562.50,0.35,In-store
"West Gear",1128299,2020-05-12,West,Colorado,Denver,"Men's ",Apparel,65.00,300,195000.00,107250.00,0.55,In-store
"West Gear",1128299,2020-05-13,West,Colorado,Denver,"Women's ",Apparel,70.00,350,245000.00,49000.00,0.20,In-store
"West Gear",1128299,2020-05-14,West,Colorado,Denver,"Men's ","Street Footwear",55.00,575,316250.00,126500.00,0.40,In-store
"West Gear",1128299,2020-05-15,West,Colorado,Denver,"Men's ","Athletic Footwear",60.00,575,345000.00,86250.00,0.25,In-store
"West Gear",1128299,2020-05-16,West,Colorado,Denver,"Women's ","Street Footwear",55.00,425,233750.00,93500.00,0.40,In-store
"West Gear",1128299,2020-05-17,West,Colorado,Denver,"Women's ","Athletic Footwear",65.00,400,260000.00,91000.00,0.35,In-store
"West Gear",1128299,2020-05-18,West,Colorado,Denver,"Men's ",Apparel,75.00,375,281250.00,154687.50,0.55,In-store
"West Gear",1128299,2020-05-19,West,Colorado,Denver,"Women's ",Apparel,80.00,500,400000.00,80000.00,0.20,In-store
"West Gear",1128299,2020-05-20,West,Colorado,Denver,"Men's ","Street Footwear",65.00,700,455000.00,182000.00,0.40,In-store
"West Gear",1128299,2020-05-21,West,Colorado,Denver,"Men's ","Athletic Footwear",70.00,700,490000.00,122500.00,0.25,In-store
"West Gear",1128299,2020-05-22,West,Colorado,Denver,"Women's ","Street Footwear",65.00,500,325000.00,130000.00,0.40,In-store
"West Gear",1128299,2020-05-23,West,Colorado,Denver,"Women's ","Athletic Footwear",65.00,500,325000.00,113750.00,0.35,In-store
"West Gear",1128299,2020-05-24,West,Colorado,Denver,"Men's ",Apparel,75.00,425,318750.00,175312.50,0.55,In-store
"West Gear",1128299,2020-05-25,West,Colorado,Denver,"Women's ",Apparel,80.00,525,420000.00,84000.00,0.20,In-store
"West Gear",1128299,2020-05-26,West,Colorado,Denver,"Men's ","Street Footwear",40.00,450,180000.00,54000.00,0.30,In-store
"West Gear",1128299,2020-05-27,West,Colorado,Denver,"Men's ","Athletic Footwear",50.00,450,225000.00,56250.00,0.25,In-store
"West Gear",1128299,2020-05-28,West,Colorado,Denver,"Women's ","Street Footwear",50.00,450,225000.00,56250.00,0.25,In-store
"West Gear",1128299,2020-05-29,West,Colorado,Denver,"Women's ","Athletic Footwear",50.00,300,150000.00,45000.00,0.30,In-store
"West Gear",1128299,2020-05-30,West,Washington,Seattle,"Men's ",Apparel,55.00,250,137500.00,34375.00,0.25,In-store
"West Gear",1128299,2020-05-31,West,Washington,Seattle,"Women's ",Apparel,50.00,500,250000.00,50000.00,0.20,In-store
"West Gear",1128299,2020-06-01,West,Washington,Seattle,"Men's ","Street Footwear",40.00,550,220000.00,66000.00,0.30,In-store
"West Gear",1128299,2020-06-02,West,Washington,Seattle,"Men's ","Athletic Footwear",50.00,450,225000.00,56250.00,0.25,In-store
"West Gear",1128299,2020-06-03,West,Washington,Seattle,"Women's ","Street Footwear",50.00,450,225000.00,56250.00,0.25,In-store
"West Gear",1128299,2020-06-04,West,Washington,Seattle,"Women's ","Athletic Footwear",50.00,300,150000.00,45000.00,0.30,In-store
"West Gear",1128299,2020-06-05,West,Washington,Seattle,"Men's ",Apparel,55.00,225,123750.00,30937.50,0.25,In-store
"West Gear",1128299,2020-06-06,West,Washington,Seattle,"Women's ",Apparel,50.00,425,212500.00,42500.00,0.20,In-store
"West Gear",1128299,2020-06-07,West,Washington,Seattle,"Men's ","Street Footwear",50.00,575,287500.00,86250.00,0.30,In-store
"West Gear",1128299,2020-06-08,West,Washington,Seattle,"Men's ","Athletic Footwear",60.00,425,255000.00,63750.00,0.25,In-store
"West Gear",1128299,2020-06-09,West,Washington,Seattle,"Women's ","Street Footwear",65.00,425,276250.00,69062.50,0.25,In-store
"West Gear",1128299,2020-06-10,West,Washington,Seattle,"Women's ","Athletic Footwear",65.00,325,211250.00,63375.00,0.30,In-store
"West Gear",1128299,2020-06-11,West,Washington,Seattle,"Men's ",Apparel,70.00,175,122500.00,30625.00,0.25,In-store
"West Gear",1128299,2020-06-12,West,Washington,Seattle,"Women's ",Apparel,65.00,375,243750.00,48750.00,0.20,In-store
"West Gear",1128299,2020-06-13,West,Washington,Seattle,"Men's ","Street Footwear",70.00,550,385000.00,115500.00,0.30,In-store
"West Gear",1128299,2020-06-14,West,Washington,Seattle,"Men's ","Athletic Footwear",75.00,350,262500.00,65625.00,0.25,In-store
"West Gear",1128299,2020-06-15,West,Washington,Seattle,"Women's ","Street Footwear",75.00,400,300000.00,75000.00,0.25,In-store
"West Gear",1128299,2020-06-16,West,Washington,Seattle,"Women's ","Athletic Footwear",60.00,300,180000.00,54000.00,0.30,In-store
"West Gear",1128299,2020-06-17,West,Washington,Seattle,"Men's ",Apparel,65.00,200,130000.00,32500.00,0.25,In-store
"West Gear",1128299,2020-06-18,West,Washington,Seattle,"Women's ",Apparel,80.00,350,280000.00,56000.00,0.20,In-store
"West Gear",1128299,2020-06-19,West,Washington,Seattle,"Men's ","Street Footwear",60.00,550,330000.00,99000.00,0.30,In-store
"West Gear",1128299,2020-06-20,West,Washington,Seattle,"Men's ","Athletic Footwear",65.00,400,260000.00,65000.00,0.25,In-store
"West Gear",1128299,2020-06-21,West,Washington,Seattle,"Women's ","Street Footwear",65.00,400,260000.00,65000.00,0.25,In-store
"West Gear",1128299,2020-06-22,West,Washington,Seattle,"Women's ","Athletic Footwear",60.00,300,180000.00,54000.00,0.30,In-store
"West Gear",1128299,2020-06-23,West,Washington,Seattle,"Men's ",Apparel,65.00,200,130000.00,32500.00,0.25,In-store
"West Gear",1128299,2020-06-24,West,Washington,Seattle,"Women's ",Apparel,80.00,500,400000.00,80000.00,0.20,In-store
"West Gear",1128299,2020-06-25,West,Washington,Seattle,"Men's ","Street Footwear",75.00,750,562500.00,168750.00,0.30,In-store
"West Gear",1128299,2020-06-26,West,Washington,Seattle,"Men's ","Athletic Footwear",80.00,625,500000.00,125000.00,0.25,In-store
"West Gear",1128299,2020-06-27,West,Washington,Seattle,"Women's ","Street Footwear",80.00,625,500000.00,125000.00,0.25,In-store
"West Gear",1128299,2020-06-28,West,Washington,Seattle,"Women's ","Athletic Footwear",80.00,500,400000.00,120000.00,0.30,In-store
"West Gear",1128299,2020-06-29,West,Washington,Seattle,"Men's ",Apparel,85.00,375,318750.00,79687.50,0.25,In-store
"West Gear",1128299,2020-06-30,West,Washington,Seattle,"Women's ",Apparel,100.00,675,675000.00,135000.00,0.20,In-store
"West Gear",1128299,2020-07-01,West,Washington,Seattle,"Men's ","Street Footwear",80.00,825,660000.00,198000.00,0.30,In-store
"West Gear",1128299,2020-07-02,West,Washington,Seattle,"Men's ","Athletic Footwear",85.00,675,573750.00,143437.50,0.25,In-store
"West Gear",1128299,2020-07-03,West,Washington,Seattle,"Women's ","Street Footwear",85.00,625,531250.00,132812.50,0.25,In-store
"West Gear",1128299,2020-07-04,West,Washington,Seattle,"Women's ","Athletic Footwear",80.00,525,420000.00,126000.00,0.30,In-store
"West Gear",1128299,2020-07-05,West,Washington,Seattle,"Men's ",Apparel,85.00,575,488750.00,122187.50,0.25,In-store
"West Gear",1128299,2020-07-06,West,Washington,Seattle,"Women's ",Apparel,100.00,575,575000.00,115000.00,0.20,In-store
"West Gear",1128299,2020-07-07,West,Washington,Seattle,"Men's ","Street Footwear",85.00,775,658750.00,197625.00,0.30,In-store
"West Gear",1128299,2020-07-08,West,Washington,Seattle,"Men's ","Athletic Footwear",80.00,750,600000.00,150000.00,0.25,In-store
"West Gear",1128299,2020-07-09,West,Washington,Seattle,"Women's ","Street Footwear",75.00,625,468750.00,117187.50,0.25,In-store
"West Gear",1128299,2020-07-10,West,Washington,Seattle,"Women's ","Athletic Footwear",75.00,575,431250.00,129375.00,0.30,In-store
"West Gear",1128299,2020-07-11,West,Washington,Seattle,"Men's ",Apparel,75.00,575,431250.00,107812.50,0.25,In-store
"West Gear",1128299,2020-07-12,West,Washington,Seattle,"Women's ",Apparel,80.00,400,320000.00,64000.00,0.20,In-store
"West Gear",1128299,2020-07-13,West,Washington,Seattle,"Men's ","Street Footwear",70.00,600,420000.00,126000.00,0.30,In-store
"West Gear",1128299,2020-07-14,West,Washington,Seattle,"Men's ","Athletic Footwear",75.00,600,450000.00,112500.00,0.25,In-store
"West Gear",1128299,2020-07-15,West,Washington,Seattle,"Women's ","Street Footwear",70.00,450,315000.00,78750.00,0.25,In-store
"West Gear",1128299,2020-07-16,West,Washington,Seattle,"Women's ","Athletic Footwear",70.00,400,280000.00,84000.00,0.30,In-store
"West Gear",1128299,2020-07-17,West,Washington,Seattle,"Men's ",Apparel,80.00,425,340000.00,85000.00,0.25,In-store
"West Gear",1128299,2020-07-18,West,Washington,Seattle,"Women's ",Apparel,65.00,450,292500.00,58500.00,0.20,In-store
"West Gear",1128299,2020-07-19,West,Washington,Seattle,"Men's ","Street Footwear",60.00,550,330000.00,99000.00,0.30,In-store
"West Gear",1128299,2020-07-20,West,Washington,Seattle,"Men's ","Athletic Footwear",65.00,550,357500.00,89375.00,0.25,In-store
"West Gear",1128299,2020-07-21,West,Washington,Seattle,"Women's ","Street Footwear",60.00,375,225000.00,56250.00,0.25,In-store
"West Gear",1128299,2020-07-22,West,Washington,Seattle,"Women's ","Athletic Footwear",60.00,350,210000.00,63000.00,0.30,In-store
"West Gear",1128299,2020-07-23,West,Washington,Seattle,"Men's ",Apparel,70.00,325,227500.00,56875.00,0.25,In-store
"West Gear",1128299,2020-07-24,West,Washington,Seattle,"Women's ",Apparel,75.00,375,281250.00,56250.00,0.20,In-store
"West Gear",1128299,2020-07-25,West,Washington,Seattle,"Men's ","Street Footwear",60.00,600,360000.00,108000.00,0.30,In-store
"West Gear",1128299,2020-07-26,West,Washington,Seattle,"Men's ","Athletic Footwear",65.00,625,406250.00,101562.50,0.25,In-store
"West Gear",1128299,2020-07-27,West,Washington,Seattle,"Women's ","Street Footwear",60.00,475,285000.00,71250.00,0.25,In-store
"West Gear",1128299,2020-07-28,West,Washington,Seattle,"Women's ","Athletic Footwear",70.00,450,315000.00,94500.00,0.30,In-store
"West Gear",1128299,2020-07-29,West,Washington,Seattle,"Men's ",Apparel,90.00,425,382500.00,95625.00,0.25,In-store
"West Gear",1128299,2020-07-30,West,Washington,Seattle,"Women's ",Apparel,95.00,550,522500.00,104500.00,0.20,In-store
"West Gear",1128299,2020-07-31,West,Washington,Seattle,"Men's ","Street Footwear",80.00,750,600000.00,180000.00,0.30,In-store
"West Gear",1128299,2020-08-01,West,Washington,Seattle,"Men's ","Athletic Footwear",85.00,750,637500.00,159375.00,0.25,In-store
"West Gear",1128299,2020-08-02,West,Washington,Seattle,"Women's ","Street Footwear",80.00,550,440000.00,110000.00,0.25,In-store
"West Gear",1128299,2020-08-03,West,Washington,Seattle,"Women's ","Athletic Footwear",80.00,550,440000.00,132000.00,0.30,In-store
"West Gear",1128299,2020-08-04,West,Washington,Seattle,"Men's ",Apparel,90.00,475,427500.00,106875.00,0.25,In-store
"West Gear",1128299,2020-08-05,West,Washington,Seattle,"Women's ",Apparel,95.00,575,546250.00,109250.00,0.20,In-store
"Foot Locker",1185732,2020-08-06,West,Washington,Seattle,"Men's ","Street Footwear",45.00,1050,472500.00,212625.00,0.45,In-store
"Foot Locker",1185732,2020-08-07,West,Washington,Seattle,"Men's ","Athletic Footwear",45.00,850,382500.00,133875.00,0.35,In-store
"Foot Locker",1185732,2020-08-08,West,Washington,Seattle,"Women's ","Street Footwear",35.00,850,297500.00,74375.00,0.25,In-store
"Foot Locker",1185732,2020-08-09,West,Washington,Seattle,"Women's ","Athletic Footwear",40.00,700,280000.00,84000.00,0.30,In-store
"Foot Locker",1185732,2020-08-10,Southeast,Florida,Miami,"Men's ",Apparel,55.00,750,412500.00,144375.00,0.35,In-store
"Foot Locker",1185732,2020-08-11,Southeast,Florida,Miami,"Women's ",Apparel,45.00,850,382500.00,191250.00,0.50,In-store
"Foot Locker",1185732,2020-08-12,Southeast,Florida,Miami,"Men's ","Street Footwear",45.00,1100,495000.00,222750.00,0.45,In-store
"Foot Locker",1185732,2020-08-13,Southeast,Florida,Miami,"Men's ","Athletic Footwear",45.00,750,337500.00,118125.00,0.35,In-store
"Foot Locker",1185732,2020-08-14,Southeast,Florida,Miami,"Women's ","Street Footwear",35.00,800,280000.00,70000.00,0.25,In-store
"West Gear",1185732,2020-08-15,Southeast,Florida,Miami,"Women's ","Athletic Footwear",40.00,675,270000.00,81000.00,0.30,In-store
"Foot Locker",1185732,2020-08-16,Southeast,Florida,Miami,"Men's ",Apparel,55.00,750,412500.00,144375.00,0.35,In-store
"Foot Locker",1185732,2020-08-17,Southeast,Florida,Miami,"Women's ",Apparel,45.00,850,382500.00,191250.00,0.50,In-store
"Foot Locker",1185732,2020-08-18,Southeast,Florida,Miami,"Men's ","Street Footwear",45.00,1070,481500.00,216675.00,0.45,In-store
"Foot Locker",1185732,2020-08-19,Southeast,Florida,Miami,"Men's ","Athletic Footwear",45.00,750,337500.00,118125.00,0.35,In-store
"Foot Locker",1185732,2020-08-20,Southeast,Florida,Miami,"Women's ","Street Footwear",35.00,775,271250.00,67812.50,0.25,In-store
"Foot Locker",1185732,2020-08-21,Southeast,Florida,Miami,"Women's ","Athletic Footwear",40.00,625,250000.00,75000.00,0.30,In-store
"Foot Locker",1185732,2020-08-22,Southeast,Florida,Miami,"Men's ",Apparel,55.00,675,371250.00,129937.50,0.35,In-store
"Foot Locker",1185732,2020-08-23,Southeast,Florida,Miami,"Women's ",Apparel,45.00,775,348750.00,174375.00,0.50,In-store
"Foot Locker",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Street Footwear",45.00,1025,461250.00,207562.50,0.45,In-store
"Foot Locker",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Athletic Footwear",45.00,725,326250.00,114187.50,0.35,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ","Street Footwear",35.00,725,253750.00,63437.50,0.25,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ","Athletic Footwear",40.00,650,260000.00,78000.00,0.30,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ",Apparel,55.00,675,371250.00,129937.50,0.35,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ",Apparel,45.00,800,360000.00,180000.00,0.50,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Street Footwear",55.00,1070,588500.00,264825.00,0.45,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Athletic Footwear",55.00,775,426250.00,149187.50,0.35,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ","Street Footwear",50.00,750,375000.00,93750.00,0.25,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ","Athletic Footwear",50.00,700,350000.00,105000.00,0.30,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ",Apparel,60.00,725,435000.00,152250.00,0.35,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Women's ",Apparel,65.00,825,536250.00,268125.00,0.50,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Street Footwear",60.00,1075,645000.00,290250.00,0.45,In-store
"West Gear",1185732,2020-04-24,Southeast,Florida,Miami,"Men's ","Athletic Footwear",55.00,825,453750.00,158812.50,0.35,In-store
"West Gear",1185732,2020-09-07,Southeast,Florida,Miami,"Women's ","Street Footwear",50.00,800,400000.00,100000.00,0.25,In-store
"West Gear",1185732,2020-09-08,Southeast,Florida,Miami,"Women's ","Athletic Footwear",50.00,775,387500.00,116250.00,0.30,In-store
"West Gear",1185732,2020-09-09,Southeast,Florida,Miami,"Men's ",Apparel,65.00,775,503750.00,176312.50,0.35,In-store
"West Gear",1185732,2020-09-10,Southeast,Florida,Miami,"Women's ",Apparel,70.00,925,647500.00,323750.00,0.50,In-store
"West Gear",1185732,2020-09-11,Southeast,Florida,Miami,"Men's ","Street Footwear",65.00,1150,747500.00,336375.00,0.45,In-store
"West Gear",1185732,2020-09-12,Southeast,Florida,Miami,"Men's ","Athletic Footwear",60.00,900,540000.00,189000.00,0.35,In-store
"West Gear",1185732,2020-09-13,Southeast,Florida,Miami,"Women's ","Street Footwear",55.00,825,453750.00,113437.50,0.25,In-store
"West Gear",1185732,2020-09-14,Southeast,Florida,Miami,"Women's ","Athletic Footwear",55.00,775,426250.00,127875.00,0.30,In-store
"West Gear",1185732,2020-09-15,Southeast,Florida,Miami,"Men's ",Apparel,65.00,800,520000.00,182000.00,0.35,In-store
"West Gear",1185732,2020-09-16,Southeast,Florida,Miami,"Women's ",Apparel,70.00,975,682500.00,341250.00,0.50,In-store
"West Gear",1185732,2020-09-17,Southeast,Florida,Miami,"Men's ","Street Footwear",65.00,1125,731250.00,329062.50,0.45,In-store
"West Gear",1185732,2020-09-18,Southeast,Florida,Miami,"Men's ","Athletic Footwear",60.00,900,540000.00,189000.00,0.35,In-store
"West Gear",1185732,2020-09-19,Southeast,Florida,Miami,"Women's ","Street Footwear",55.00,825,453750.00,113437.50,0.25,In-store
"Foot Locker",1185732,2020-09-20,Southeast,Florida,Miami,"Women's ","Athletic Footwear",45.00,775,348750.00,104625.00,0.30,In-store
"Foot Locker",1185732,2020-09-21,Southeast,Florida,Miami,"Men's ",Apparel,55.00,750,412500.00,144375.00,0.35,In-store
"Foot Locker",1185732,2020-09-22,Southeast,Florida,Miami,"Women's ",Apparel,60.00,925,555000.00,277500.00,0.50,In-store
"Foot Locker",1185732,2020-09-23,Southeast,Florida,Miami,"Men's ","Street Footwear",55.00,1050,577500.00,259875.00,0.45,In-store
"Foot Locker",1185732,2020-09-24,Southeast,Florida,Miami,"Men's ","Athletic Footwear",50.00,850,425000.00,148750.00,0.35,In-store
"Sports Direct",1185732,2020-09-25,Southeast,Florida,Miami,"Women's ","Street Footwear",45.00,750,337500.00,84375.00,0.25,In-store
"Sports Direct",1185732,2020-09-26,Southeast,Florida,Miami,"Women's ","Athletic Footwear",45.00,725,326250.00,97875.00,0.30,In-store
"Sports Direct",1185732,2020-09-27,Southeast,Florida,Miami,"Men's ",Apparel,55.00,725,398750.00,139562.50,0.35,In-store
"Sports Direct",1185732,2020-09-28,Southeast,Florida,Miami,"Women's ",Apparel,60.00,825,495000.00,247500.00,0.50,In-store
"Sports Direct",1185732,2020-09-29,Southeast,Florida,Miami,"Men's ","Street Footwear",60.00,1000,600000.00,270000.00,0.45,In-store
"Sports Direct",1185732,2020-09-30,Southeast,Florida,Miami,"Men's ","Athletic Footwear",50.00,825,412500.00,144375.00,0.35,In-store
"Sports Direct",1185732,2020-10-01,Southeast,Florida,Miami,"Women's ","Street Footwear",50.00,725,362500.00,90625.00,0.25,In-store
"Sports Direct",1185732,2020-10-02,Southeast,Florida,Miami,"Women's ","Athletic Footwear",50.00,700,350000.00,105000.00,0.30,In-store
"Sports Direct",1185732,2020-10-03,Southeast,Florida,Miami,"Men's ",Apparel,60.00,700,420000.00,147000.00,0.35,In-store
"Sports Direct",1185732,2020-10-04,Southeast,Florida,Miami,"Women's ",Apparel,65.00,825,536250.00,268125.00,0.50,In-store
"Sports Direct",1185732,2020-10-05,Southeast,Florida,Miami,"Men's ","Street Footwear",60.00,975,585000.00,263250.00,0.45,In-store
"Sports Direct",1185732,2020-10-06,Southeast,Florida,Miami,"Men's ","Athletic Footwear",50.00,800,400000.00,140000.00,0.35,In-store
"Sports Direct",1185732,2020-10-07,Southeast,Florida,Miami,"Women's ","Street Footwear",50.00,745,372500.00,93125.00,0.25,In-store
"Sports Direct",1185732,2020-10-08,Southeast,Florida,Miami,"Women's ","Athletic Footwear",50.00,775,387500.00,116250.00,0.30,In-store
"Sports Direct",1185732,2020-10-09,Southeast,Florida,Miami,"Men's ",Apparel,65.00,750,487500.00,170625.00,0.35,In-store
"Sports Direct",1185732,2020-10-10,Southeast,Florida,Miami,"Women's ",Apparel,70.00,850,595000.00,297500.00,0.50,In-store
"Sports Direct",1185732,2020-05-24,Southeast,Florida,Miami,"Men's ","Street Footwear",65.00,1075,698750.00,314437.50,0.45,In-store
"Sports Direct",1185732,2020-05-24,Southeast,Florida,Miami,"Men's ","Athletic Footwear",55.00,875,481250.00,168437.50,0.35,In-store
"Sports Direct",1185732,2020-05-24,Southeast,Florida,Miami,"Women's ","Street Footwear",55.00,825,453750.00,113437.50,0.25,In-store
"Sports Direct",1185732,2020-05-24,Southeast,Florida,Miami,"Women's ","Athletic Footwear",55.00,775,426250.00,127875.00,0.30,In-store
"Foot Locker",1185732,2020-05-24,Southeast,Florida,Miami,"Men's ",Apparel,65.00,775,503750.00,176312.50,0.35,In-store
"Foot Locker",1185732,2020-05-24,Southeast,Florida,Miami,"Women's ",Apparel,70.00,875,612500.00,306250.00,0.50,In-store
"Foot Locker",1185732,2020-10-17,Southeast,Florida,Miami,"Men's ","Street Footwear",35.00,450,157500.00,55125.00,0.35,In-store
"Foot Locker",1185732,2020-10-18,Southeast,Florida,Miami,"Men's ","Athletic Footwear",35.00,250,87500.00,26250.00,0.30,In-store
"Foot Locker",1185732,2020-10-19,Southeast,Florida,Miami,"Women's ","Street Footwear",25.00,250,62500.00,18750.00,0.30,In-store
"Foot Locker",1185732,2020-10-20,Southeast,Florida,Miami,"Women's ","Athletic Footwear",30.00,100,30000.00,10500.00,0.35,In-store
"Foot Locker",1185732,2020-10-21,Midwest,Minnesota,Minneapolis,"Men's ",Apparel,45.00,150,67500.00,20250.00,0.30,In-store
"Foot Locker",1185732,2020-10-22,Midwest,Minnesota,Minneapolis,"Women's ",Apparel,35.00,250,87500.00,39375.00,0.45,In-store
"Foot Locker",1185732,2020-10-23,Midwest,Minnesota,Minneapolis,"Men's ","Street Footwear",35.00,500,175000.00,61250.00,0.35,In-store
"Foot Locker",1185732,2020-10-24,Midwest,Minnesota,Minneapolis,"Men's ","Athletic Footwear",35.00,150,52500.00,15750.00,0.30,In-store
"Foot Locker",1185732,2020-10-25,Midwest,Minnesota,Minneapolis,"Women's ","Street Footwear",25.00,200,50000.00,15000.00,0.30,In-store
"Foot Locker",1185732,2020-10-26,Midwest,Minnesota,Minneapolis,"Women's ","Athletic Footwear",30.00,75,22500.00,7875.00,0.35,In-store
"Foot Locker",1185732,2020-10-27,Midwest,Minnesota,Minneapolis,"Men's ",Apparel,45.00,150,67500.00,20250.00,0.30,In-store
"Foot Locker",1185732,2020-10-28,Midwest,Minnesota,Minneapolis,"Women's ",Apparel,35.00,225,78750.00,35437.50,0.45,In-store
"Foot Locker",1185732,2020-10-29,Midwest,Minnesota,Minneapolis,"Men's ","Street Footwear",40.00,445,178000.00,62300.00,0.35,In-store
"Foot Locker",1185732,2020-10-30,Midwest,Minnesota,Minneapolis,"Men's ","Athletic Footwear",40.00,125,50000.00,15000.00,0.30,In-store
"Foot Locker",1185732,2020-10-31,Midwest,Minnesota,Minneapolis,"Women's ","Street Footwear",30.00,175,52500.00,15750.00,0.30,In-store
"Foot Locker",1185732,2020-11-01,Midwest,Minnesota,Minneapolis,"Women's ","Athletic Footwear",35.00,25,8750.00,3062.50,0.35,In-store
"Foot Locker",1185732,2020-11-02,Midwest,Minnesota,Minneapolis,"Men's ",Apparel,50.00,75,37500.00,11250.00,0.30,In-store
"Foot Locker",1185732,2020-11-03,Midwest,Minnesota,Minneapolis,"Women's ",Apparel,40.00,175,70000.00,31500.00,0.45,In-store
"Foot Locker",1185732,2020-11-04,Midwest,Minnesota,Minneapolis,"Men's ","Street Footwear",40.00,400,160000.00,56000.00,0.35,In-store
"Foot Locker",1185732,2020-11-05,Midwest,Minnesota,Minneapolis,"Men's ","Athletic Footwear",40.00,100,40000.00,12000.00,0.30,In-store
"Foot Locker",1185732,2020-11-06,Midwest,Minnesota,Minneapolis,"Women's ","Street Footwear",30.00,100,30000.00,9000.00,0.30,In-store
"Foot Locker",1185732,2020-11-07,Midwest,Minnesota,Minneapolis,"Women's ","Athletic Footwear",35.00,25,8750.00,3062.50,0.35,In-store
"Foot Locker",1185732,2020-11-08,Midwest,Minnesota,Minneapolis,"Men's ",Apparel,50.00,50,25000.00,7500.00,0.30,In-store
"Foot Locker",1185732,2020-11-09,Midwest,Minnesota,Minneapolis,"Women's ",Apparel,40.00,175,70000.00,31500.00,0.45,In-store
"Foot Locker",1185732,2020-11-10,Midwest,Minnesota,Minneapolis,"Men's ","Street Footwear",50.00,445,222500.00,77875.00,0.35,In-store
"Foot Locker",1185732,2020-11-11,Midwest,Minnesota,Minneapolis,"Men's ","Athletic Footwear",45.00,150,67500.00,20250.00,0.30,In-store
"Foot Locker",1185732,2020-11-12,Midwest,Minnesota,Minneapolis,"Women's ","Street Footwear",40.00,125,50000.00,15000.00,0.30,In-store
